Bathrooms,Bedrooms,Fireplaces Total,Lot Square Footage,Parking Covered Total,Square Footage,Square Footage Unfinished,Year Built,Age,Original Price,City,Selling Price
2,4,1,11475,2,2200,0,1987,34,1050000,1,1050000
2,3,1,103237,3,1848,0,1999,22,799993,5,850000
2.25,2,0,21780,0,4520,0,1941,80,990000,5,790000
2.25,5,2,12750,0,2230,0,1950,71,1175000,1,1175000
2.25,5,2,12432,2,2986,0,1950,71,1399950,1,1320000
2.25,3,4,14400,2,2270,0,1952,69,1895000,3,1875000
2.25,4,2,12029,2,3130,1230,1953,68,625000,1,625000
2.25,4,2,8959,1,3460,0,1953,68,1998000,1,1948000
2.25,3,2,11200,1,1795,0,1954,67,849888,1,837500
2.25,4,1,11197,0,2150,0,1954,67,1050000,1,1050000
2.25,3,2,29317,3,2440,0,1954,67,1250000,1,1260000
2.25,3,2,11243,2,1450,0,1955,66,645000,1,610000
2.25,4,1,12208,1,1900,0,1955,66,949950,1,935000
2.25,4,2,11464,1,1840,0,1956,65,849000,1,920000
2.25,4,1,10018,2,2360,540,1957,64,1300000,1,1185000
2.25,3,2,8000,1,2080,0,1957,64,780000,1,750000
2.25,3,2,9114,2,2350,0,1957,64,850000,1,800000
2.25,4,2,9887,2,2540,660,1958,63,1600000,1,1725000
2.25,4,2,9316,2,1790,0,1958,63,795000,1,700000
2.25,4,2,8190,2,1750,0,1959,62,679999,1,713000
2.25,3,2,8000,2,1750,0,1959,62,735000,1,806000
2.25,3,2,23605,2,2018,100,1959,62,1050000,1,945000
2.25,4,2,8800,2,1920,140,1960,61,650000,1,680000
2.25,5,2,15830,1,2270,0,1960,61,809850,1,740000
2.25,3,2,14100,2,2160,0,1960,61,735000,1,750000
2.25,4,3,16142,2,3600,0,1960,61,1500000,1,1525000
2.25,4,1,10020,1,1870,0,1960,61,795900,1,791000
2.25,3,2,8924,2,1740,0,1960,61,875000,1,840000
2.25,3,2,12408,3,2289,0,1960,61,888000,1,845000
2.25,5,2,13756,2,3320,0,1960,61,1525000,1,1475000
2.25,4,1,8400,2,1740,0,1961,60,675000,1,672210
2.25,4,2,16452,2,2590,0,1961,60,1168000,1,980000
2.25,4,1,8831,2,2550,0,1961,60,1250000,1,1170000
2.25,3,2,8250,2,1840,0,1961,60,690000,1,733000
2.25,4,2,8400,2,1900,0,1962,59,825000,1,825000
2.25,4,1,7980,2,2120,0,1962,59,695000,1,745000
2.25,4,2,8250,2,1960,0,1962,59,887500,1,830000
2.25,3,2,7955,2,1440,0,1962,59,775000,1,815000
2.25,4,2,15300,4,2170,0,1962,59,875000,1,850000
2.25,4,2,8441,2,1950,0,1963,58,810000,1,800000
2.25,4,1,8426,2,1900,0,1963,58,799990,1,740000
2.25,4,2,17142,2,2530,0,1963,58,1280000,1,1085000
2.25,4,2,9459,2,2060,0,1964,57,929950,1,890000
2.25,4,2,9088,2,1700,0,1964,57,750000,5,779500
2.25,4,1,8862,2,1900,0,1965,56,725000,1,725000
2.25,4,1,7398,2,2080,0,1965,56,925000,1,850000
2.25,3,1,7154,2,1460,0,1965,56,730000,1,680000
2.25,4,1,7367,2,1810,0,1965,56,809000,1,752000
2.25,4,1,8100,2,1840,0,1965,56,725000,1,740000
2.25,4,2,8000,2,2040,0,1965,56,895000,1,882000
2.25,4,2,12037,2,2800,0,1965,56,800000,1,832590
2.25,5,1,8400,2,2170,50,1965,56,875000,1,925000
2.25,5,2,12730,2,3620,0,1965,56,1150000,1,1250000
2.25,4,1,8194,2,2290,0,1966,55,675000,1,652500
2.25,4,1,8548,1,2245,0,1966,55,948000,1,1050000
2.25,4,3,9751,2,2040,0,1966,55,1279950,1,1250000
2.25,4,3,22464,2,3740,0,1966,55,1639500,1,1639500
2.25,3,2,10880,2,1880,0,1966,55,650000,1,810000
2.25,4,1,9676,2,1910,0,1966,55,799999,1,820000
2.25,4,1,10007,2,2270,0,1966,55,925000,1,915000
2.25,3,3,35719,2,2498,0,1966,55,1125000,5,1112500
2.25,3,2,8521,2,1720,0,1967,54,929000,1,900000
2.25,3,2,8727,2,1860,0,1967,54,850000,1,850000
2.25,4,1,7210,2,1890,0,1967,54,680000,1,780000
2.25,4,2,9720,2,2050,0,1967,54,875000,1,915000
2.25,3,2,11700,2,2360,0,1967,54,910000,1,910000
2.25,4,2,11948,2,2350,0,1967,54,1000000,1,1000000
2.25,3,1,8604,3,2350,0,1967,54,1100000,5,1105000
2.25,4,2,8400,2,2030,0,1967,54,800000,5,800000
2.25,3,2,10295,2,1621,0,1967,54,1099500,1,1065000
2.25,4,1,2561,2,2630,0,1968,53,650000,5,640000
2.25,3,1,7800,2,1710,0,1968,53,799960,5,866000
2.25,4,1,8608,2,1740,0,1968,53,899950,1,840000
2.25,4,2,11904,2,1880,0,1968,53,988000,1,1003000
2.25,4,2,12155,2,2060,0,1968,53,849000,1,910000
2.25,3,1,11400,2,1710,0,1968,53,867500,5,920000
2.25,4,2,8050,2,1802,0,1969,52,750000,5,780000
2.25,3,2,8243,2,1530,0,1969,52,888000,1,888000
2.25,4,2,10240,2,1990,0,1969,52,925000,5,900000
2.25,4,2,10550,3,2350,0,1969,52,750000,5,750000
2.25,4,1,7224,2,1880,0,1970,51,838800,1,878800
2.25,4,2,8125,2,2330,0,1970,51,1060000,5,1126000
2.25,4,2,9226,2,1920,0,1971,50,739950,1,745000
2.25,4,1,12320,2,1800,0,1971,50,889000,5,889000
2.25,4,0,9420,2,2010,0,1972,49,680000,1,713000
2.25,3,0,7500,2,2320,0,1972,49,810000,1,750000
2.25,3,2,8222,2,2340,0,1972,49,899000,1,824900
2.25,5,3,13105,2,2770,0,1972,49,1598000,1,1625000
2.25,5,2,8232,2,2750,0,1972,49,785000,1,820000
2.25,3,2,8588,2,1710,0,1972,49,815000,5,873000
2.25,4,0,19602,2,1800,0,1972,49,850000,5,925000
2.25,4,2,8640,2,2100,0,1972,49,989950,1,1095000
2.25,4,2,7725,2,2450,0,1972,49,995000,5,995000
2.25,4,1,15237,2,1900,0,1973,48,750000,1,705000
2.25,4,2,13720,2,2208,0,1973,48,825000,1,830000
2.25,4,2,12600,2,2275,0,1973,48,979950,1,969950
2.25,3,2,13585,2,2810,0,1973,48,1650000,1,1350000
2.25,4,2,12006,2,2210,0,1973,48,915000,5,935000
2.25,4,2,44688,3,4250,4250,1973,48,1498000,1,1435500
2.25,4,3,34848,2,3290,0,1973,48,1525000,1,1600000
2.25,4,1,9956,2,2150,0,1974,47,790000,1,780000
2.25,5,1,8290,2,2650,0,1974,47,885000,1,857000
2.25,4,1,7800,2,2330,0,1974,47,879950,1,890000
2.25,3,1,2560,2,1980,0,1974,47,650000,5,711000
2.25,4,1,9488,2,2220,0,1974,47,1150000,1,1060000
2.25,4,2,5000,2,3036,0,1974,47,1298000,1,1280000
2.25,3,2,8835,2,1767,0,1974,47,730000,5,761000
2.25,3,1,7783,2,1780,0,1974,47,849950,5,849950
2.25,4,2,7178,2,2230,0,1975,46,968000,1,976000
2.25,2,1,781,2,1780,0,1975,46,869950,1,805000
2.25,4,2,9600,2,2230,0,1975,46,875000,5,836000
2.25,3,1,8000,2,2010,0,1975,46,908000,5,908000
2.25,4,1,13187,2,2400,0,1975,46,850000,1,847000
2.25,3,1,11758,2,1920,0,1975,46,899500,1,931000
2.25,4,1,6565,2,1930,0,1975,46,725000,1,750300
2.25,4,1,10679,2,2390,0,1975,46,949000,5,980000
2.25,4,2,13218,2,2350,0,1975,46,1200000,1,1236000
2.25,3,2,10250,2,2370,0,1976,45,1000000,1,1000000
2.25,4,2,13605,2,1850,0,1976,45,825950,1,827000
2.25,4,3,8242,2,2900,0,1976,45,898000,1,888000
2.25,5,2,9147,2,2640,0,1976,45,1095000,5,1095111
2.25,5,2,20022,2,2490,0,1976,45,1200000,1,1317000
2.25,4,1,19950,2,2490,0,1976,45,1375000,1,1321650
2.25,3,2,6700,2,2180,0,1977,44,975000,1,905500
2.25,3,2,9990,2,2190,0,1977,44,899950,5,961000
2.25,4,1,9375,2,1960,0,1977,44,899000,1,885000
2.25,4,3,17710,2,2820,0,1977,44,1050000,5,1028500
2.25,5,1,8910,2,3220,0,1977,44,1150000,5,1250000
2.25,4,2,8178,2,2350,0,1977,44,724000,5,675000
2.25,3,2,9600,2,1829,0,1977,44,798000,5,730000
2.25,3,2,10275,2,1550,0,1977,44,750000,5,782000
2.25,3,1,10000,2,2564,0,1977,44,948000,5,940000
2.25,4,1,7420,2,1820,0,1978,43,880000,1,916000
2.25,4,2,11940,2,1986,0,1978,43,950000,1,950000
2.25,4,2,14788,3,2720,0,1978,43,1450000,1,1400000
2.25,3,2,13800,3,2360,0,1978,43,1025000,1,900000
2.25,3,2,8186,2,2400,0,1978,43,899000,5,899000
2.25,4,2,7845,2,2590,0,1979,42,965000,1,955000
2.25,4,2,8811,2,2370,0,1979,42,1195000,1,1165000
2.25,4,2,8241,2,2630,0,1979,42,915000,1,880000
2.25,4,3,9350,2,3634,510,1979,42,1150000,1,910000
2.25,4,1,9735,2,2520,0,1979,42,988000,5,1125500
2.25,4,1,9620,2,2360,0,1979,42,995000,5,1155000
2.25,3,1,27466,0,1720,0,1980,41,671000,4,671000
2.25,5,2,9880,2,3130,0,1980,41,1250000,1,1150000
2.25,5,2,16403,3,3823,0,1980,41,1275000,1,1160000
2.25,4,2,32742,2,2792,0,1980,41,985000,5,970000
2.25,4,1,7973,2,2380,0,1981,40,950000,1,1025000
2.25,3,0,3150,1,1390,0,1981,40,649990,5,720000
2.25,3,2,7432,2,2378,0,1981,40,975000,5,992500
2.25,3,2,35083,2,1940,0,1981,40,725000,5,710000
2.25,3,2,8008,2,1820,0,1981,40,749950,5,765000
2.25,4,1,16450,2,2550,0,1982,39,1050000,1,1150000
2.25,5,2,10072,2,2370,0,1982,39,1250000,1,1326000
2.25,5,2,14100,3,3280,0,1982,39,1448000,1,1448000
2.25,4,2,12332,2,2290,0,1982,39,1150000,1,1160000
2.25,4,3,12847,2,2880,132,1983,38,1298000,1,1334000
2.25,3,2,7613,2,2040,0,1983,38,900000,1,927000
2.25,3,1,8091,2,1693,0,1983,38,775000,5,785000
2.25,4,1,7505,2,2020,0,1983,38,888000,5,918000
2.25,4,1,8419,2,2460,0,1983,38,915000,5,890000
2.25,4,1,7277,2,2010,480,1984,37,875000,1,840000
2.25,3,1,14588,2,2360,210,1984,37,950000,5,1020000
2.25,4,2,7109,2,2380,0,1984,37,1095000,5,1211000
2.25,4,2,10456,2,2400,0,1984,37,849950,5,762000
2.25,4,1,8709,2,1830,0,1984,37,879950,5,910000
2.25,4,2,12140,4,2510,0,1984,37,900000,5,1001000
2.25,2,1,1895,1,1340,0,1984,37,595000,5,536000
2.25,2,1,1856,1,1340,0,1984,37,694950,5,575000
2.25,2,1,2548,1,1320,280,1984,37,600000,5,587500
2.25,3,1,12032,2,1761,0,1984,37,725000,5,725000
2.25,3,1,13167,2,1950,0,1984,37,835000,5,865000
2.25,4,1,8837,2,2810,0,1984,37,890000,5,890000
2.25,4,1,34580,2,2350,0,1984,37,925000,5,925000
2.25,3,2,53988,2,2690,0,1984,37,980000,5,985000
2.25,3,1,1928,2,1450,0,1985,36,625000,1,585000
2.25,2,1,2301,2,1500,0,1985,36,728000,1,700000
2.25,3,2,9584,2,1650,0,1985,36,750000,1,730000
2.25,2,1,1960,2,1414,0,1986,35,525000,1,535000
2.25,2,1,2421,2,1420,0,1986,35,570000,1,550000
2.25,2,1,1948,2,1414,0,1986,35,588500,1,564000
2.25,2,1,2688,2,1863,0,1986,35,625000,1,568000
2.25,2,1,2319,2,1414,0,1986,35,588000,1,588000
2.25,2,1,2670,2,1860,0,1986,35,650000,1,650000
2.25,4,1,8744,2,1900,0,1986,35,915000,5,933000
2.25,4,1,7513,2,1980,0,1987,34,845000,5,870000
2.25,3,1,12000,2,1930,0,1987,34,925000,5,902000
2.25,4,1,8746,2,2600,0,1990,31,1000000,1,1000000
2.25,3,1,18500,2,2360,560,1990,31,875000,5,930000
2.25,4,2,8315,3,3155,0,1992,29,1195000,5,1270000
2.25,3,1,15814,0,2608,0,1999,22,926000,1,936000
2.25,2,1,1312,2,1334,0,2008,13,679000,5,650000
2.25,3,1,1983,2,2150,0,2009,12,1150000,1,1190000
2.25,4,1,4181,2,2488,0,2010,11,1198000,5,1300000
2.25,3,1,1513,1,1513,0,2011,10,850000,1,780000
2.25,3,0,1373,2,1520,0,2013,8,850000,5,878000
2.25,3,1,1831,1,2055,0,2014,7,799000,5,778000
2.25,3,1,12170,3,3185,0,2014,7,1775000,1,1735000
2.5,3,4,29129,1,2750,0,1930,91,1495000,1,1400000
2.5,3,2,12170,2,2090,0,1950,71,1368000,1,1280000
2.5,3,3,8113,2,2920,0,1950,71,1598000,1,1500000
2.5,3,1,20189,2,3423,0,1950,71,2000000,1,1940000
2.5,4,2,16520,2,2120,0,1950,71,925000,1,885000
2.5,4,2,13479,2,3250,0,1951,70,1998000,1,1870000
2.5,4,1,9763,2,1851,0,1954,67,975000,1,925000
2.5,4,2,9802,2,2310,0,1954,67,1090000,1,1150000
2.5,3,2,9002,0,2130,0,1954,67,1298000,1,1460000
2.5,4,0,9622,1,1580,0,1955,66,970000,1,950000
2.5,4,2,18947,2,2360,0,1955,66,1150000,1,1150000
2.5,3,1,20037,3,2430,0,1955,66,1400000,1,1350000
2.5,4,2,10800,2,2040,0,1955,66,1298000,1,1415001
2.5,4,1,8236,2,1886,0,1956,65,900000,1,915000
2.5,4,2,8640,1,2923,0,1957,64,1095000,1,1010000
2.5,4,2,8000,1,2080,0,1957,64,700000,1,730000
2.5,4,2,8800,1,2290,230,1957,64,845000,1,840000
2.5,3,2,10204,2,1830,0,1957,64,1080000,1,1080000
2.5,4,2,9315,2,2270,0,1958,63,899900,1,920000
2.5,3,0,6500,0,1700,0,1958,63,1188000,1,1188000
2.5,4,2,8000,2,1750,0,1958,63,748888,1,760000
2.5,3,2,14435,2,1990,1990,1958,63,800000,1,845000
2.5,5,2,9126,2,2580,0,1959,62,940000,1,955000
2.5,6,2,10400,2,2620,0,1959,62,1400000,1,1141300
2.5,5,2,8536,2,2360,0,1959,62,1375000,1,1255000
2.5,4,1,9952,2,1360,0,1959,62,688000,1,680000
2.5,4,1,11373,2,2060,0,1959,62,949800,1,975150
2.5,4,1,8249,1,2630,0,1959,62,1025000,1,1025000
2.5,4,3,7990,2,2920,0,1959,62,939000,1,939000
2.5,4,2,11316,2,2740,0,1959,62,988000,1,822500
2.5,4,2,10085,2,2270,0,1959,62,897800,1,910000
2.5,5,2,19800,2,2710,0,1959,62,1350000,1,1500000
2.5,4,3,14399,2,2680,850,1960,61,800000,1,868000
2.5,4,2,18036,1,2640,0,1960,61,850000,1,980000
2.5,3,2,15225,2,2540,260,1960,61,829950,1,924000
2.5,5,2,10574,2,2760,0,1960,61,950000,1,945000
2.5,5,2,11550,2,2560,0,1960,61,1080000,1,1050000
2.5,5,4,9996,2,3530,0,1960,61,1295000,1,1210000
2.5,4,2,9838,2,2230,0,1961,60,948888,1,750000
2.5,4,2,9169,2,2920,0,1961,60,750000,1,800000
2.5,4,2,8800,2,2170,0,1961,60,1320000,1,1188000
2.5,5,2,12693,2,3160,0,1961,60,1350000,1,1410000
2.5,3,2,7560,1,2160,0,1961,60,849000,1,774000
2.5,5,2,10194,2,2230,0,1961,60,1095000,1,1095000
2.5,4,2,8486,2,2540,0,1962,59,895000,1,825000
2.5,3,2,37069,2,2820,2820,1962,59,888888,1,930000
2.5,3,1,8346,1,1782,2049,1962,59,850000,1,875000
2.5,5,2,7606,2,3380,0,1962,59,1125000,1,1000000
2.5,5,2,12710,2,2710,390,1962,59,1200000,1,1203000
2.5,4,2,16000,2,2680,0,1963,58,720000,1,745400
2.5,5,2,9282,2,3150,0,1963,58,785000,1,785000
2.5,4,2,17316,2,2860,580,1963,58,899950,1,865000
2.5,5,2,16837,2,3570,390,1963,58,1050000,1,930000
2.5,4,2,16000,2,2680,0,1963,58,995000,1,995000
2.5,3,2,10375,2,2480,0,1963,58,1299988,0,1285000
2.5,4,1,7600,2,1960,0,1963,58,699900,5,714500
2.5,4,2,7260,2,2500,0,1963,58,780000,1,825000
2.5,4,2,9876,2,2380,920,1964,57,789000,1,745000
2.5,3,1,10227,2,2030,0,1964,57,950000,1,980000
2.5,3,2,13255,2,2680,0,1964,57,1250000,1,1210000
2.5,3,2,10500,2,2547,0,1964,57,875000,1,835000
2.5,5,2,7368,2,2520,0,1964,57,859000,1,850000
2.5,5,2,11070,2,2640,0,1964,57,929950,1,930000
2.5,5,2,11732,2,2720,0,1964,57,1500000,1,1580000
2.5,5,2,8520,1,2340,0,1964,57,700000,5,700000
2.5,4,2,18551,2,2580,0,1965,56,2179000,6,1950000
2.5,5,2,8056,2,2080,0,1965,56,800000,1,826000
2.5,4,2,11200,2,2900,0,1965,56,1199000,1,1199000
2.5,4,2,12635,0,2710,200,1965,56,824000,5,850000
2.5,4,2,9765,2,2430,0,1966,55,889000,1,830000
2.5,5,2,10389,2,2318,0,1966,55,799000,1,828000
2.5,4,1,7801,2,1930,0,1966,55,950000,1,960000
2.5,4,2,10419,3,1820,0,1966,55,915000,1,854250
2.5,3,2,11085,2,2860,0,1966,55,949000,1,887500
2.5,5,2,7300,2,2410,0,1966,55,899950,1,890000
2.5,5,2,9505,2,2610,0,1966,55,972000,1,950000
2.5,3,2,7597,1,2230,0,1966,55,767800,5,725000
2.5,4,2,7988,2,2607,0,1966,55,859800,5,845000
2.5,4,2,7789,2,2340,0,1966,55,899000,5,915000
2.5,4,2,10385,2,2080,0,1967,54,680000,1,680000
2.5,4,2,10800,2,2363,109,1967,54,889000,1,860000
2.5,5,4,22500,2,2809,314,1967,54,880000,1,885000
2.5,5,2,12480,2,2550,0,1967,54,1398000,1,1515000
2.5,4,2,9900,2,1840,0,1967,54,815000,5,850000
2.5,4,1,7200,2,2000,0,1967,54,925000,1,870000
2.5,3,1,8910,2,2050,0,1967,54,875000,1,885000
2.5,4,2,7295,2,2150,0,1967,54,875000,1,825000
2.5,4,2,7838,2,2600,360,1967,54,898000,1,880000
2.5,3,2,12000,2,3220,0,1968,53,1599000,1,1550000
2.5,3,1,8400,2,1540,0,1968,53,815000,5,808000
2.5,3,1,7700,2,1780,0,1968,53,799900,5,825000
2.5,3,2,8294,2,1870,0,1968,53,879950,5,860000
2.5,4,2,12336,2,3406,0,1968,53,1500000,1,1300000
2.5,5,2,10101,2,2770,0,1968,53,950000,1,990000
2.5,4,2,12505,2,2960,0,1968,53,1050000,5,1050000
2.5,5,2,16018,2,3480,0,1968,53,1300000,1,1300000
2.5,5,0,11550,2,3220,0,1968,53,1448000,1,1448000
2.5,4,2,9720,2,3145,0,1968,53,1595000,1,1600000
2.5,4,2,8756,1,1900,0,1968,53,750000,5,763500
2.5,4,2,12730,2,2620,0,1968,53,859950,5,830000
2.5,4,1,12027,2,3220,800,1969,52,1000000,1,1035000
2.5,4,1,1842,2,2010,0,1969,52,663888,1,640000
2.5,4,2,8000,2,2200,0,1969,52,949950,1,950000
2.5,3,2,11040,2,1820,0,1969,52,928000,1,940500
2.5,5,2,10822,2,3120,0,1969,52,1450000,1,1450000
2.5,4,2,10296,2,1840,0,1969,52,795000,5,788000
2.5,3,2,8800,2,2060,0,1970,51,868000,1,800000
2.5,5,3,8600,2,3083,0,1970,51,1168000,1,1168000
2.5,4,2,14470,2,2632,0,1970,51,1300000,1,1185000
2.5,5,2,9700,2,3410,0,1971,50,1150000,1,1190000
2.5,4,2,7875,2,2660,0,1971,50,925000,1,930000
2.5,4,2,12605,2,3070,0,1971,50,974950,1,1165000
2.5,4,1,13050,2,2130,0,1972,49,939000,1,946500
2.5,4,2,10050,2,2380,0,1972,49,988000,1,980000
2.5,4,2,8480,3,3970,0,1972,49,1580000,1,1580000
2.5,4,2,10370,2,2014,0,1972,49,950000,5,1065000
2.5,5,2,8596,2,2600,0,1973,48,880000,1,888000
2.5,4,2,9766,2,2220,0,1973,48,949000,1,950000
2.5,4,1,11135,2,2690,0,1973,48,949950,1,1000000
2.5,4,2,7150,2,2343,0,1973,48,998000,1,1010000
2.5,3,2,20015,2,3620,0,1973,48,1750000,2,1750000
2.5,4,3,17806,3,4220,0,1973,48,1849000,1,1780000
2.5,5,2,9225,2,2780,0,1973,48,799000,5,825000
2.5,4,2,8240,2,2030,0,1973,48,880000,5,850000
2.5,3,1,12006,2,1960,0,1973,48,890000,5,935000
2.5,4,1,12900,2,2399,0,1973,48,995000,5,1202500
2.5,4,2,34500,2,3170,0,1973,48,1678800,1,1550000
2.5,4,2,11229,2,2600,0,1974,47,969500,1,1043000
2.5,4,1,15489,2,2390,0,1974,47,1595000,1,1200000
2.5,4,2,9590,2,1810,0,1974,47,750000,5,770000
2.5,4,3,35065,3,3600,840,1974,47,1650000,1,1600000
2.5,3,3,48787,2,3800,0,1974,47,1698000,1,1630000
2.5,4,2,11373,2,2550,0,1975,46,850000,1,900000
2.5,3,2,19364,2,2350,0,1975,46,945000,1,925000
2.5,4,2,7410,2,2350,0,1975,46,960000,1,965000
2.5,4,1,16100,2,2180,0,1975,46,1250000,1,1260000
2.5,3,1,13750,2,1752,0,1975,46,988000,1,992500
2.5,4,2,7438,1,2050,0,1975,46,870000,1,830000
2.5,4,2,10004,2,2950,0,1975,46,1150000,1,1092000
2.5,4,1,10238,2,2650,0,1975,46,1049000,5,1040000
2.5,5,2,7154,2,2812,0,1975,46,1178845,1,1165000
2.5,3,2,9240,1,1861,0,1975,46,779000,5,820800
2.5,3,1,8750,2,2240,0,1975,46,899990,5,904990
2.5,4,2,8400,2,2620,0,1975,46,945000,5,985600
2.5,3,1,12867,2,2440,0,1975,46,1150000,1,1120000
2.5,4,3,34848,3,3848,0,1975,46,1398000,1,1400000
2.5,5,2,9752,2,3400,0,1976,45,1280000,1,1263000
2.5,6,3,8553,2,3190,0,1976,45,1388800,1,1388800
2.5,3,1,14828,2,3216,400,1976,45,1880000,1,1750000
2.5,4,2,15715,2,2680,0,1976,45,1793600,6,1615000
2.5,3,2,12408,2,2350,0,1976,45,860000,5,863500
2.5,5,1,16284,2,3220,0,1976,45,1175000,5,1175000
2.5,4,1,13225,2,2720,0,1976,45,950000,1,960000
2.5,3,3,35719,2,3560,0,1976,45,1750000,1,1720000
2.5,4,1,9325,2,2600,0,1977,44,768500,1,732000
2.5,4,1,11626,2,2160,0,1977,44,770000,1,772000
2.5,4,2,10150,2,2750,0,1977,44,850000,1,860000
2.5,3,2,9900,2,2150,0,1977,44,899000,5,878000
2.5,4,1,8451,2,2330,590,1977,44,979000,5,1000000
2.5,4,2,9638,2,2104,0,1977,44,1150000,1,1150000
2.5,4,3,8666,2,2570,0,1977,44,1195000,1,1025000
2.5,3,1,7200,2,1720,0,1977,44,760000,5,735000
2.5,4,1,11424,2,1830,0,1977,44,849000,5,780000
2.5,4,2,7292,3,2414,0,1977,44,869880,5,855000
2.5,4,2,8400,2,2320,0,1977,44,868950,5,873000
2.5,4,2,9222,2,2200,0,1978,43,725000,1,725000
2.5,4,1,7700,2,1940,0,1978,43,829000,1,730000
2.5,4,2,8583,2,2400,0,1978,43,969999,1,945000
2.5,5,1,10100,2,2350,0,1978,43,999950,1,999950
2.5,4,3,10500,2,2680,0,1978,43,1180000,1,1255000
2.5,3,1,9536,2,2430,0,1978,43,1320000,1,1270000
2.5,4,2,12840,2,2490,0,1978,43,999950,5,849950
2.5,4,1,8135,2,2490,0,1978,43,950000,5,900000
2.5,5,1,8067,2,2780,0,1978,43,965000,1,965000
2.5,3,1,10260,2,2200,0,1978,43,1100000,1,1150000
2.5,4,1,7669,2,2250,0,1978,43,1165000,4,1154500
2.5,5,2,10125,2,2700,0,1978,43,829000,5,810000
2.5,4,2,7350,2,2400,0,1978,43,869000,5,820000
2.5,4,2,12012,2,2430,0,1978,43,830000,5,860500
2.5,4,2,8800,2,2210,0,1979,42,850000,1,925000
2.5,6,1,9025,2,2760,0,1979,42,975000,1,925000
2.5,4,2,9976,2,2130,0,1979,42,899000,1,977000
2.5,4,2,10050,2,2380,0,1979,42,998000,1,1030000
